2, 2021, 7, 5, 23, 15, 26, 4, 558, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 26, 11, 527, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 26, 27, 180, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 26, 27, 417, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 26, 34, 981, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 26, 55, 685, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 26, 55, 886, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 27, 2, 442, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 27, 24, 631, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 27, 24, 832, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 27, 39, 682, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 27, 52, 47, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 27, 52, 248, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 27, 58, 66, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 27, 58, 267, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 28, 3, 814, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 28, 12, 961, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 28, 26, 146, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 28, 26, 347, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 28, 28, 953, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 28, 38, 232, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 28, 38, 433, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 28, 43, 480, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 28, 56, 902, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 28, 57, 104, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 29, 2, 321, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 29, 10, 893, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 29, 11, 94, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 29, 17, 288, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 29, 26, 468, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 29, 26, 669, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 29, 31, 934, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 29, 49, 929, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 29, 50, 165, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 29, 55, 351, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 30, 9, 900, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 30, 10, 101, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 30, 20, 389, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 30, 33, 106, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 30, 33, 308, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 30, 38, 207, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 30, 47, 448, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 30, 47, 649, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 30, 53, 342, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 31, 2, 496, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 31, 2, 697, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 31, 7, 726, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 31, 13, 415, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 31, 13, 616, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 31, 19, 522, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 31, 25, 639, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 31, 25, 841, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 31, 30, 693, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 31, 37, 546, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 31, 37, 748, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 31, 42, 516, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 31, 48, 301, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 31, 48, 503, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 31, 53, 452, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 31, 59, 284, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 31, 59, 487, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 32, 4, 701, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 32, 11, 562, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 32, 11, 763, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 32, 16, 849, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 32, 40, 964, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 32, 41, 166, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 32, 46, 199, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 32, 57, 86, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 32, 57, 288, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 33, 3, 847, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 33, 45, 840, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 33, 46, 42, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 34, 0, 150, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 34, 27, 322, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 34, 27, 523, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 34, 32, 998, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 34, 59, 560, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 34, 59, 762, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 35, 6, 350, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 35, 46, 528, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 35, 46, 729, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 35, 51, 867, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 36, 3, 932, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 36, 4, 133, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 36, 23, 202, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 36, 44, 654, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 36, 44, 855, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 36, 50, 837, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 37, 20, 820, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 37, 21, 21, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 37, 26, 964, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 37, 55, 337, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 37, 55, 538, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 38, 2, 234, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 38, 22, 71, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 38, 22, 272, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 38, 37, 726, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 38, 55, 616, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 38, 55, 817, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 39, 2, 232, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 39, 18, 89, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 39, 18, 290, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 39, 26, 997, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 39, 40, 918, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 39, 41, 120, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 39, 46, 711, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 39, 58, 618, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 39, 58, 819, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 41, 53, 229, 10, 2, 150, 47, 0
1, 2021, 7, 5, 23, 15, 42, 2, 236, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 42, 11, 182, 1, 1, 150, 47, 0
2, 2021, 7, 5, 23, 15, 42, 11, 383, 1, 1, 150, 47, 0
1, 2021, 7, 5, 23, 15, 42, 20, 304, 10, 2, 150, 47, 0
1, 2021, 7, 5, 23, 15, 42, 32, 170, 1, 1, 150, 47, 0
2, 2021, 7, 5, 23, 15, 42, 32, 372, 1, 1, 150, 47, 0
1, 2021, 7, 5, 23, 15, 42, 37, 595, 10, 2, 150, 47, 0
1, 2021, 7, 5, 23, 15, 42, 50, 482, 1, 1, 150, 47, 0
2, 2021, 7, 5, 23, 15, 42, 50, 684, 1, 1, 150, 47, 0
1, 2021, 7, 5, 23, 15, 42, 56, 726, 10, 2, 150, 47, 0
1, 2021, 7, 5, 23, 15, 43, 7, 374, 1, 1, 150, 47, 0
2, 2021, 7, 5, 23, 15, 43, 7, 576, 1, 1, 150, 47, 0
1, 2021, 7, 5, 23, 15, 43, 21, 869, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 43, 22, 71, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 43, 27, 140, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 43, 36, 832, 1, 1, 150, 47, 0
2, 2021, 7, 5, 23, 15, 43, 37, 33, 1, 1, 150, 47, 0
1, 2021, 7, 5, 23, 15, 43, 42, 724, 10, 2, 150, 47, 0
1, 2021, 7, 5, 23, 15, 43, 52, 708, 1, 1, 150, 47, 0
2, 2021, 7, 5, 23, 15, 43, 52, 909, 1, 1, 150, 47, 0
1, 2021, 7, 5, 23, 15, 43, 58, 684, 10, 2, 150, 47, 0
1, 2021, 7, 5, 23, 15, 44, 8, 494, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 44, 8, 695, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 44, 13, 778, 10, 2, 150, 47, 0
1, 2021, 7, 5, 23, 15, 44, 22, 881, 1, 1, 150, 47, 0
2, 2021, 7, 5, 23, 15, 44, 23, 83, 1, 1, 150, 47, 0
1, 2021, 7, 5, 23, 15, 44, 27, 304, 10, 2, 150, 47, 0
1, 2021, 7, 5, 23, 15, 44, 36, 322, 1, 1, 150, 47, 0
2, 2021, 7, 5, 23, 15, 44, 36, 523, 1, 1, 150, 47, 0
1, 2021, 7, 5, 23, 15, 44, 40, 537, 10, 2, 150, 47, 0
1, 2021, 7, 5, 23, 15, 44, 51, 711, 1, 1, 150, 47, 0
2, 2021, 7, 5, 23, 15, 44, 51, 912, 1, 1, 150, 47, 0
1, 2021, 7, 5, 23, 15, 44, 56, 208, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 45, 6, 544, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 45, 6, 746, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 45, 13, 112, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 45, 22, 86, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 45, 22, 320, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 45, 27, 461, 10, 2, 150, 47, 0
1, 2021, 7, 5, 23, 15, 45, 38, 89, 1, 1, 150, 47, 0
2, 2021, 7, 5, 23, 15, 45, 38, 291, 1, 1, 150, 47, 0
1, 2021, 7, 5, 23, 15, 45, 38, 500, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 45, 51, 424, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 45, 51, 864, 1, 1, 150, 47, 0
2, 2021, 7, 5, 23, 15, 45, 52, 66, 1, 1, 150, 47, 0
1, 2021, 7, 5, 23, 15, 46, 2, 216, 10, 2, 150, 47, 0
1, 2021, 7, 5, 23, 15, 46, 2, 623, 1, 1, 150, 46, 0
2, 2021, 7, 5, 23, 15, 46, 2, 825, 1, 1, 150, 46, 0
1, 2021, 7, 5, 23, 15, 46, 12, 3, 10, 2, 150, 46, 0
1, 2021, 7, 5, 23, 15, 46, 12, 442, 1, 1, 150, 47, 0
2, 2021, 7, 5, 23, 15, 46, 12, 643, 1, 1, 150, 47, 0
